title,price,bedrooms,has_maid_room,bathrooms,area_sqm,property_type,available_from,location,amenities,area_sqft,region,sub_area,furnishing_status,amenities_no_furnishing,amenities_clean_list,amenity_balcony,amenity_built_in_wardrobes,amenity_central_a_c,amenity_children's_pool,amenity_covered_parking,amenity_kitchen_appliances,amenity_lobby_in_building,amenity_maids_room,amenity_private_garden,amenity_private_pool,amenity_security,amenity_shared_gym,amenity_shared_pool,amenity_shared_spa,amenity_study,amenity_view_of_landmark,amenity_view_of_water,amenity_walk-in_closet,available_year,available_month,available_day,price_per_sqm,amenities_count,total_rooms,price_per_bedroom,price_per_bathroom,area_per_bedroom,area_per_bathroom,amenities_per_room
LAST LARGE LUXURY 3 BED SEA VIEW OVER 8 YEARS !!!!,17800000,3,True,4,145,Chalet,2026-06-21,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1561,North Coast,Silver Sands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,122758.62068965517,9,7,5933333.333333333,4450000.0,48.333333333333336,36.25,1.2857142857142858
Limited last large luxury villa open lagoon view!!,45000000,3,True,4,350,Townhouse,2026-06-18,"Nines, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, View of Water, Security, Covered Parking, Kitchen Appliances, Maids Room, Private Garden",3767,Red Sea,Nines,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, View of Water, Security, Covered Parking, Kitchen Appliances, Maids Room, Private Garden","['Balcony', 'Built In Wardrobes', 'Central A/C', 'View Of Water', 'Security', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden']",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,2026,6,18,128571.42857142857,9,7,15000000.0,11250000.0,116.66666666666667,87.5,1.2857142857142858
Limited last large luxury 3 bed open lagoon view !,24000000,3,True,4,145,Chalet,2026-06-18,"Tuban Islands, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1561,Red Sea,Tuban Islands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,165517.24137931035,9,7,8000000.0,6000000.0,48.333333333333336,36.25,1.2857142857142858
Last Luxury Large 3Bed SeaView Delivery 1Y Over 8Y,26000000,3,True,4,145,Chalet,2026-06-20,"Soma Coves, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1561,Red Sea,Soma Coves,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,20,179310.3448275862,9,7,8666666.666666666,6500000.0,48.333333333333336,36.25,1.2857142857142858
Last Luxury Large villa SeaView Delivery 1Y Over8Y,30000000,3,True,4,300,Villa,2026-06-21,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",3229,Red Sea,Mesca,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,100000.0,9,7,10000000.0,7500000.0,100.0,75.0,1.2857142857142858
Last Luxury Large 1 Bed Sea View Over 8 Years !!!!,12000000,1,True,2,85,Chalet,2026-06-20,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",915,Red Sea,Blanca Gardens,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,20,141176.4705882353,9,3,12000000.0,6000000.0,85.0,42.5,3.0
Limited last large luxury villa open lagoon view!!,55000000,4,True,5,420,Villa,2026-06-18,"Nines, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",4521,Red Sea,Nines,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,130952.38095238095,9,9,13750000.0,11000000.0,105.0,84.0,1.0
Last Luxury Large 3Bed SeaView Delivery 1Y Over 8Y,27000000,3,True,4,145,Chalet,2026-06-20,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1561,Red Sea,Blanca Gardens,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,20,186206.89655172414,9,7,9000000.0,6750000.0,48.333333333333336,36.25,1.2857142857142858
LAST LARGE LUXURY 1 BED SEA VIEW OVER 8 YEARS !!!!,8600000,1,True,2,85,Chalet,2026-06-21,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",915,North Coast,Silver Sands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,101176.4705882353,9,3,8600000.0,4300000.0,85.0,42.5,3.0
LAST LARGE LUXURY 2 BED SEA VIEW OVER 8 YEARS !!!!,13000000,2,True,3,125,Chalet,2026-06-21,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Shared Pool, Study, View of Water, Security",1345,North Coast,Silver Sands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Shared Pool, Study, View of Water, Security","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security']",1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,2026,6,21,104000.0,9,5,6500000.0,4333333.333333333,62.5,41.666666666666664,1.8
Limited last large luxury 2 bed open lagoon view !,19000000,2,True,3,120,Chalet,2026-06-18,"Tuban Islands, El Gouna, Hurghada, Red Sea","Furnished, Balcony, Built in Wardrobes, Central A/C, Private Pool, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study",1292,Red Sea,Tuban Islands,Furnished,"Balcony, Built in Wardrobes, Central A/C, Private Pool, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Private Pool', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2026,6,18,158333.33333333334,9,5,9500000.0,6333333.333333333,60.0,40.0,1.8
Last Luxury Large 3Bed SeaView Delivery 1Y Over 8Y,24000000,3,True,4,145,Chalet,2026-06-21,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1561,Red Sea,Mesca,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,165517.24137931035,9,7,8000000.0,6000000.0,48.333333333333336,36.25,1.2857142857142858
Limited last large luxury 2 bed open lagoon view !,18000000,2,True,3,120,Chalet,2026-06-18,"Ancient Hill, El Gouna, Hurghada, Red Sea","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1292,Red Sea,Ancient Hill,Furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,150000.0,9,5,9000000.0,6000000.0,60.0,40.0,1.8
Last Luxury Large villa SeaView Delivery 1Y Over8Y,49000000,4,True,5,450,Villa,2026-06-21,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",4844,Red Sea,Mesca,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,108888.88888888889,9,9,12250000.0,9800000.0,112.5,90.0,1.0
Last Luxury Large 2Bed SeaView Delivery 1Y Over 8Y,15000000,2,True,3,125,Chalet,2026-06-21,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1345,Red Sea,Mesca,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,120000.0,9,5,7500000.0,5000000.0,62.5,41.666666666666664,1.8
Sea View Villa Finished For Sale Over 10 Years,20500000,3,True,3,220,Townhouse,2026-06-21,"The Med, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2368,North Coast,The Med,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,93181.81818181818,9,6,6833333.333333333,6833333.333333333,73.33333333333333,73.33333333333333,1.5
Chalet RTM For Sale Sea View Over 10 Years,15500000,2,True,2,110,Chalet,2026-06-21,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1184,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,140909.0909090909,9,4,7750000.0,7750000.0,55.0,55.0,2.25
Rtm Chalet For Sale Offer 5% Down Payment Over 10Y,18300000,3,True,3,160,Chalet,2026-06-21,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool",1722,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Kitchen Appliances', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,114375.0,9,6,6100000.0,6100000.0,53.333333333333336,53.333333333333336,1.5
5%DP Own Chalet Finished Sea View Over10 Years,15000000,3,True,3,160,Chalet,2026-06-21,"The Med, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1722,North Coast,The Med,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,93750.0,9,6,5000000.0,5000000.0,53.333333333333336,53.333333333333336,1.5
Sea View Villa For Sale Finished Offer 5% DP,40000000,5,True,5,300,Villa,2026-06-21,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",3229,North Coast,Almaza Bay,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,133333.33333333334,9,10,8000000.0,8000000.0,60.0,60.0,0.9
1ST Row Chalet For Sale Sea View Offer 5% DP,18000000,3,True,3,150,Chalet,2026-06-21,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, View of Water",1615,North Coast,Almaza Bay,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Study', 'View Of Water']",1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,2026,6,21,120000.0,9,6,6000000.0,6000000.0,50.0,50.0,1.5
5% DP Own Loft Sea View RTM Over 10 Years,25000000,4,True,4,200,Villa,2026-06-21,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2153,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,125000.0,9,8,6250000.0,6250000.0,50.0,50.0,1.125
Chalet For Sale 1ST Row Offer 5% DP Over 8 Years,14000000,2,True,2,110,Chalet,2026-06-21,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Maids Room, Private Garden, View of Water, Security, Shared Gym, Central A/C, Kitchen Appliances",1184,North Coast,Almaza Bay,Unfurnished,"Balcony, Built in Wardrobes, Maids Room, Private Garden, View of Water, Security, Shared Gym, Central A/C, Kitchen Appliances","['Balcony', 'Built In Wardrobes', 'Maids Room', 'Private Garden', 'View Of Water', 'Security', 'Shared Gym', 'Central A/C', 'Kitchen Appliances']",1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,2026,6,21,127272.72727272728,9,4,7000000.0,7000000.0,55.0,55.0,2.25
Chalet For Sale Sea View Finished Over 10 Years,12000000,2,True,2,110,Chalet,2026-06-21,"The Med, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1184,North Coast,The Med,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,109090.90909090909,9,4,6000000.0,6000000.0,55.0,55.0,2.25
HOT OFFER-SEA VIEW CHALET AND INSTALLMENTS ON 10Y,11500000,1,True,1,87,Chalet,2026-06-18,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",936,North Coast,Mountain View,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,132183.908045977,9,2,11500000.0,11500000.0,87.0,87.0,4.5
OWN YOUR DREAM CHALET BY SODIC FULL SEAVIEW ON 10Y,14000000,2,True,2,109,Chalet,2026-06-18,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1173,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,128440.36697247706,9,4,7000000.0,7000000.0,54.5,54.5,2.25
UNIQUE VILLA BY SODIC READY TO MOVE WITH 5%DP ONLY,69000000,4,True,4,300,Villa,2026-06-18,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",3229,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,230000.0,9,8,17250000.0,17250000.0,75.0,75.0,1.125
CHALET PANORAMIC SEA VIEW IN JUNE FINISHED 5% DP !,15000000,3,True,3,120,Chalet,2026-06-18,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1292,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,125000.0,9,6,5000000.0,5000000.0,40.0,40.0,1.5
WITH 5% DP OWN YOUR CHALET SEA VIEW FINISHED-SODIC,17000000,3,False,4,130,Chalet,2026-06-18,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study, View of Water",1399,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Kitchen Appliances', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,2026,6,18,130769.23076923077,9,7,5666666.666666667,4250000.0,43.333333333333336,32.5,1.2857142857142858
FIRST ROW VILLA WITH GARDEN LAUNCH PRICE OVER 10 Y,44000000,4,True,4,250,Villa,2026-06-18,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2691,North Coast,Mountain View,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,176000.0,9,8,11000000.0,11000000.0,62.5,62.5,1.125
FINISHED PENTHOUSE FULL SEA VIEW BY SODIC OVER 10Y,17600000,3,True,3,170,Penthouse,2026-06-18,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1830,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,103529.41176470589,9,6,5866666.666666667,5866666.666666667,56.666666666666664,56.666666666666664,1.5
PANORAMIC SEA VIEW CHALET LOWEST PRICE OVER 10YEAR,15000000,3,True,3,130,Chalet,2026-06-18,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1399,North Coast,Mountain View,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,115384.61538461539,9,6,5000000.0,5000000.0,43.333333333333336,43.333333333333336,1.5
1st row Fully Finished chalet with only 5% DP,16000000,2,True,3,190,Chalet,2026-06-18,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2045,Red Sea,Ras Soma,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,84210.52631578948,9,5,8000000.0,5333333.333333333,95.0,63.333333333333336,1.8
Resale chalet 6years installments delivery 6months,4200000,2,True,2,85,Chalet,2026-06-18,"Mountain View, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Kitchen Appliances, Covered Parking, Maids Room, Private Pool, Study, View of Water, Security",915,North Coast,Mountain View,Partly furnished,"Balcony, Built in Wardrobes, Kitchen Appliances, Covered Parking, Maids Room, Private Pool, Study, View of Water, Security","['Balcony', 'Built In Wardrobes', 'Kitchen Appliances', 'Covered Parking', 'Maids Room', 'Private Pool', 'Study', 'View Of Water', 'Security']",1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,2026,6,18,49411.76470588235,9,4,2100000.0,2100000.0,42.5,42.5,2.25
