title,price,bedrooms,has_maid_room,bathrooms,area_sqm,property_type,available_from,location,amenities,region,sub_area,furnishing_status,amenities_no_furnishing,amenities_clean_list,amenity_balcony,amenity_built_in_wardrobes,amenity_central_a_c,amenity_children's_pool,amenity_covered_parking,amenity_kitchen_appliances,amenity_lobby_in_building,amenity_maids_room,amenity_private_garden,amenity_private_pool,amenity_security,amenity_shared_gym,amenity_shared_pool,amenity_shared_spa,amenity_study,amenity_view_of_landmark,amenity_view_of_water,amenity_walk-in_closet
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,True,4,1501615,Townhouse,2026-06-21,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security",Red Sea,Marassi Red Sea,Partly furnished,"Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security']",1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,True,4,1501615,Twin House,2026-06-21,"Swan Lake Gouna, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security",Red Sea,Swan Lake Gouna,Partly furnished,"Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security']",1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,True,4,1501615,Townhouse,2026-06-21,"Swan Lake Gouna, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water, Security, Shared Spa",Red Sea,Swan Lake Gouna,Partly furnished,"Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water, Security, Shared Spa","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'View Of Water', 'Security', 'Shared Spa']",1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,True,4,1501615,Townhouse,2026-06-21,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security",Red Sea,Makadi Heights,Partly furnished,"Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security']",1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0
Luxury Ground Apartment With ACs Ready To Move,7665000,3,True,3,1601722,Apartment,2026-06-21,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study",Cairo,The Address East,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
1st Sea Row Villa Deliver 2028 Over 9 Years Plan,54500000,4,True,4,3303552,Villa,2026-06-21,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study",North Coast,Marsa Baghush,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1st Row Prime Twin House Deliever2028 Over 9 Years,30089000,4,True,4,2803014,Villa,2026-06-21,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study",North Coast,Marsa Baghush,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
Tower Apartment At Zed With 0% DP Over 10 Years,16221000,3,True,3,1751884,Apartment,2026-06-21,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Giza,Park Side Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Limited offer Duplex1st row sea lagoon over 8years,15980000,3,True,3,1601722,Duplex,2026-06-21,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Central A/C, Built in Wardrobes, Maids Room, Covered Parking, Kitchen Appliances, Private Pool, Security, Private Garden",Red Sea,Mangroovy Residence,Partly furnished,"Balcony, Central A/C, Built in Wardrobes, Maids Room, Covered Parking, Kitchen Appliances, Private Pool, Security, Private Garden","['Balcony', 'Central A/C', 'Built In Wardrobes', 'Maids Room', 'Covered Parking', 'Kitchen Appliances', 'Private Pool', 'Security', 'Private Garden']",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
Corner Town House Deliver 2028 - First Lagoon Row,30888900,3,True,3,2803014,Villa,2026-06-21,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Marsa Baghush,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
S.A Villa 3Beds First Row Sea and Golf Over 8Years,30000000,3,True,4,1651776,Villa,2026-06-21,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Central A/C, Built in Wardrobes, Kitchen Appliances, Covered Parking, Maids Room, Private Pool, Private Garden, View of Water",Red Sea,Mesca,Partly furnished,"Balcony, Central A/C, Built in Wardrobes, Kitchen Appliances, Covered Parking, Maids Room, Private Pool, Private Garden, View of Water","['Balcony', 'Central A/C', 'Built In Wardrobes', 'Kitchen Appliances', 'Covered Parking', 'Maids Room', 'Private Pool', 'Private Garden', 'View Of Water']",1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
Sea View Chalet 2BED only 5% D.P Over 8Years only.,14500000,2,True,2,1201292,Chalet,2026-06-21,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Covered Parking, Balcony, Built in Wardrobes, Central A/C, Maids Room, Private Garden, Kitchen Appliances, Private Pool, Security",Red Sea,Mesca,Partly furnished,"Covered Parking, Balcony, Built in Wardrobes, Central A/C, Maids Room, Private Garden, Kitchen Appliances, Private Pool, Security","['Covered Parking', 'Balcony', 'Built In Wardrobes', 'Central A/C', 'Maids Room', 'Private Garden', 'Kitchen Appliances', 'Private Pool', 'Security']",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
Limited offe Chalet 1st row sea lagoon over 8years,12000000,2,True,2,1201292,Chalet,2026-06-21,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Built in Wardrobes, Balcony, Covered Parking, Maids Room, Central A/C, Kitchen Appliances, Private Garden, Shared Pool, Study",Red Sea,Mangroovy Residence,Partly furnished,"Built in Wardrobes, Balcony, Covered Parking, Maids Room, Central A/C, Kitchen Appliances, Private Garden, Shared Pool, Study","['Built In Wardrobes', 'Balcony', 'Covered Parking', 'Maids Room', 'Central A/C', 'Kitchen Appliances', 'Private Garden', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
"3BR Ground Apartment With ACs Ready To Move, Dorra",6220000,3,True,3,1401507,Apartment,2026-06-21,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,The Address East,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Ready To Move 3BR Apartment With ACs By Dorra,7320000,3,True,3,1701830,Apartment,2026-06-21,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,The Address East,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Fully Finished+ACs 2-BR Over 10Y & 0% DownPayment,9332000,2,True,2,1251345,Apartment,2026-06-21,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, View of Water",Giza,Park Side Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, View of Water","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Shared Pool', 'View Of Water']",1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
Sea View 3BR Chalet With ACs Over 9Y Plan By Sodic,19554000,3,True,3,1902045,Chalet,2026-06-21,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Fully Finished+ACs Apartment Over 10Y | Zed Towers,7998000,1,True,2,85915,Apartment,2026-06-21,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Giza,Park Side Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Over 9 Years Plan | Lagoon Front & Sea View Chalet,16443000,2,True,2,1501615,Chalet,2026-06-21,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Premium Apartment At Zed Tower With 0% DownPayment,6750000,1,True,2,60646,Apartment,2026-06-21,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Giza,Park Side Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
First Lagoon Row Villa Deliver 2028 Over 9Y Plan,39887000,4,True,4,2702906,Villa,2026-06-21,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study",North Coast,Marsa Baghush,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
Premium 3BR Apartment At Adress East Ready To Move,6321000,3,True,3,1401507,Apartment,2026-06-21,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,The Address East,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Ready To Move 2BR Apartment Fully Finished + ACs,5340000,2,True,2,1301399,Apartment,2026-06-21,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,The Address East,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
0% DownPayment Over 10Y | Prime 3BR At Zed Towers,19334200,3,True,3,2202368,Apartment,2026-06-21,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Giza,Park Side Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Ready To Move Luxury Apartment+ACs With Water View,7832000,3,True,3,1751884,Apartment,2026-06-21,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,The Address East,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Lagoon Front Premium Ground Chalet Over 9Y Plan,19332000,2,True,2,1501615,Chalet,2026-06-21,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Ready To Move Luxury 3 Bedrooms Apartment With ACs,6978000,3,True,3,1501615,Apartment,2026-06-21,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,The Address East,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
First Row Villa With Full Sea View Over 9Y Plan,29554000,5,True,4,2402583,Villa,2026-06-21,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Marsa Baghush,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Last Luxury Large 2Bed SeaView Delivery 1Y Over 8Y,16000000,2,True,3,1251345,Chalet,2026-06-20,"Soma Coves, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Red Sea,Soma Coves,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Lagoon chalet with lowest Price and early delivery,14800000,3,True,3,1401507,Chalet,2026-06-21,"Al Masyaf, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Al Masyaf,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
